"02/28/2022","AQS","061030007","1","8","ug/m3 SC","7","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"03/06/2022","AQS","061030007","1","4","ug/m3 SC","4","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"03/12/2022","AQS","061030007","1","16","ug/m3 SC","15","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"03/18/2022","AQS","061030007","1","14","ug/m3 SC","13","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"03/25/2022","AQS","061030007","1","21","ug/m3 SC","19","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"03/30/2022","AQS","061030007","1","13","ug/m3 SC","12","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"04/05/2022","AQS","061030007","1","13","ug/m3 SC","12","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"04/13/2022","AQS","061030007","1","12","ug/m3 SC","11","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"04/17/2022","AQS","061030007","1","7","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"04/23/2022","AQS","061030007","1","4","ug/m3 SC","4","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"04/29/2022","AQS","061030007","1","7","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"05/05/2022","AQS","061030007","1","21","ug/m3 SC","19","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"05/11/2022","AQS","061030007","1","3","ug/m3 SC","3","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"05/17/2022","AQS","061030007","1","7","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"05/23/2022","AQS","061030007","1","9","ug/m3 SC","8","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"05/29/2022","AQS","061030007","1","2","ug/m3 SC","2","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"06/04/2022","AQS","061030007","1","8","ug/m3 SC","7","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"06/10/2022","AQS","061030007","1","5","ug/m3 SC","5","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"06/16/2022","AQS","061030007","1","12","ug/m3 SC","11","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"06/22/2022","AQS","061030007","1","23","ug/m3 SC","21","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"06/28/2022","AQS","061030007","1","17","ug/m3 SC","16","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"07/04/2022","AQS","061030007","1","17","ug/m3 SC","16","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"07/10/2022","AQS","061030007","1","10","ug/m3 SC","9","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"07/16/2022","AQS","061030007","1","14","ug/m3 SC","13","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
